"","scientificName","year","lat_bin","lon_bin","metric","p.nsites","p.nsurveys","p.npresence","ci.repN","p.est","ci10.low95","ci10.high95","plow","phigh","p.ci","i.est","ilow","ihigh","i.npresence","i.ci","log.gdd","mobility","wing.max","wing.mean","canopy.open","canopy.mixed","canopy.closed","local.abund","host.breadth.index","voltinism","ows","egg.clusters","detect","confus"
"181","Phyciodes tharos",2015,41.5,-87.5,10,25,159,75,1000,150,121,179,117,200,83,166,141,204,13,63,6.31570496483174,1,41,27.5,1,1,0,"Common",1,3,"larva",1,2,2
"182","Phyciodes tharos",2014,38.5,-77.5,10,10,54,28,1000,177,146,198,158,206,48,190,190,212.8,10,22.8,6.59447968012898,1,41,27.5,1,1,0,"Common",1,3,"larva",1,2,2
"183","Phyciodes tharos",2017,41.5,-83.5,10,5,117,41,1000,169,150,186,154,192,38,143.4,116.5,154.6,32,38.1,6.45373962696831,1,41,27.5,1,1,0,"Common",1,3,"larva",1,2,2
"184","Phyciodes tharos",2017,41.5,-81.5,10,12,279,171,1000,137,134,139,135,140,5,150,117.9,189,44,71.1,6.3618135973608,1,41,27.5,1,1,0,"Common",1,3,"larva",1,2,2
"185","Phyciodes tharos",2016,38.5,-77.5,10,14,51,25,1000,138,0,199,98,253,155,130.8,104,141,25,37,6.61385630236662,1,41,27.5,1,1,0,"Common",1,3,"larva",1,2,2
"186","Pieris rapae",2016,41.5,-81.5,10,20,382,321,1000,162,142,194,116,166,50,111.6,108,141,13,33,6.27312912683665,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"187","Pieris rapae",2017,41.5,-93.5,10,16,103,57,1000,132,97,152,115,166,51,110.2,102,122,19,20,6.55328183852675,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"188","Pieris rapae",2017,38.5,-77.5,10,4,37,21,1000,95,72,111,82,121,39,101.8,80,110,47,30,6.76375797556452,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"189","Pieris rapae",2017,41.5,-81.5,10,12,279,235,1000,122,111,141,102,133,31,118.5,9,146.5,46,137.5,6.3618135973608,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"190","Pieris rapae",2016,39.5,-84.5,10,10,235,190,1000,126,110,138,117,145,28,115,87,163,91,76,6.58699491670921,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"191","Pieris rapae",2016,41.5,-93.5,10,18,116,100,1000,158,151,176,138,162,24,151.4,127,158.4,30,31.4,6.55497448299761,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"192","Pieris rapae",2018,38.5,-90.5,10,8,52,39,1000,153,132,172,136,171,35,173.4,119,214,25,95,6.86027327344997,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"193","Pieris rapae",2017,41.5,-87.5,10,30,188,135,1000,170,165,174,166,175,9,167.2,105,188.2,60,83.2,6.43505356469628,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"194","Pieris rapae",2016,38.5,-77.5,10,14,51,34,1000,136,53,216,88,240,152,219,141,219,21,78,6.61385630236662,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"195","Pieris rapae",2014,38.5,-77.5,10,10,54,27,1000,146,132,161,133,160,27,113.8,91,166,13,75,6.59447968012898,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"196","Pieris rapae",2015,41.5,-82.5,10,4,43,31,1000,158,110,181,131,199,68,130.8,129,131.9,10,2.90000000000001,6.27748853367605,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"197","Pieris rapae",2018,41.5,-93.5,10,15,85,58,1000,126,84,142,112,173,61,157.2,148,163,23,15,6.60649979853921,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"198","Pieris rapae",2015,41.5,-81.5,10,20,416,335,1000,153,143,163,139,161,22,164,162,167.6,17,5.59999999999999,6.26993267417513,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"199","Pieris rapae",2017,41.5,-82.5,10,2,30,22,1000,123,78,179,73,176,103,133.7,122.1,181.7,38,59.6,6.40034610915215,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"200","Pieris rapae",2014,41.5,-82.5,10,4,46,33,1000,170,138,215,121,194,73,127.2,126,131,17,5,6.28731477787803,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"201","Pieris rapae",2017,41.5,-83.5,10,5,117,89,1000,116,97,146,81,131,50,133.5,101,152,46,51,6.45373962696831,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"202","Pieris rapae",2017,39.5,-84.5,10,9,214,161,1000,97,84,108,90,113,23,102.1,92,113.7,118,21.7,6.65651661011713,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"203","Pieris rapae",2018,41.5,-88.5,10,41,278,198,1000,169,165,172,167,173,6,118.3,105,164,22,59,6.50441871127371,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"204","Pieris rapae",2017,41.5,-88.5,10,24,141,110,1000,168,162,172,164,173,9,151,97,161.8,10,64.8,6.44589538206879,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"205","Pieris rapae",2016,41.5,-87.5,10,30,176,139,1000,163,158,168,159,167,8,141.5,89,165,26,76,6.39878623403995,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"206","Pieris rapae",2018,41.5,-87.5,10,31,186,143,1000,170,159,176,167,182,15,184.7,167,196.5,90,29.5,6.43444685330737,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"207","Pieris rapae",2016,41.5,-82.5,10,4,46,37,1000,111,54,140,81,182,101,126.8,118,176.3,30,58.3,6.30143921728297,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"208","Pieris rapae",2015,41.5,-93.5,10,14,88,71,1000,160,145,188,131,179,48,159.2,155,167,23,12,6.4428287782553,4,50,44,1,0,0,"Common",2,3,"pupa",0,3,2
"209","Poanes zabulon",2016,41.5,-81.5,10,20,382,76,1000,149,144,152,146,153,7,155.1,129,208,12,79,6.27312912683665,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"210","Poanes zabulon",2014,38.5,-77.5,10,10,54,20,1000,155,89,188,141,224,83,156.6,139,166,18,27,6.59447968012898,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"211","Poanes zabulon",2015,38.5,-77.5,10,11,76,23,1000,142,132,150,138,152,14,146.6,134,162.8,13,28.8,6.67935825154566,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"212","Poanes zabulon",2017,39.5,-84.5,10,9,214,60,1000,130,127,133,127,133,6,135.2,133,149.4,35,16.4,6.65651661011713,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"213","Poanes zabulon",2017,41.5,-81.5,10,12,279,70,1000,147,143,151,143,151,8,208.3,153,209.3,34,56.3,6.3618135973608,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"214","Poanes zabulon",2016,39.5,-84.5,10,10,235,67,1000,132,128,136,129,136,7,122,119,127,11,8,6.58699491670921,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"215","Poanes zabulon",2016,38.5,-77.5,10,14,51,12,1000,224,178,349,124,246,122,140.5,128,142,16,14,6.61385630236662,2,39,32.5,0,1,1,"Common",1,3,"larva",0,1,3
"216","Polites themistocles",2017,39.5,-84.5,10,9,214,33,1000,142,129,152,136,158,22,148.8,141,159.4,29,18.4,6.65651661011713,2,36,28,1,0,0,"Common",1,3,"pupa",0,1,3
"217","Polites themistocles",2016,39.5,-84.5,10,10,235,37,1000,156,133,172,148,187,39,173.2,148,219,24,71,6.58699491670921,2,36,28,1,0,0,"Common",1,3,"pupa",0,1,3
"218","Polygonia comma",2015,41.5,-81.5,10,20,416,55,1000,150,138,178,122,162,40,113.3,100,164,14,64,6.26993267417513,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"219","Polygonia comma",2017,41.5,-87.5,10,30,188,16,1000,108,45,141,92,168,76,80.5,48,88.5,16,40.5,6.43505356469628,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"220","Polygonia comma",2018,41.5,-87.5,10,31,186,22,1000,190,144,249,123,227,104,110.9,56,165,24,109,6.43444685330737,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"221","Polygonia comma",2017,39.5,-84.5,10,9,214,52,1000,77,67,87,68,89,21,69,48,87.5,37,39.5,6.65651661011713,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"222","Polygonia comma",2018,41.5,-88.5,10,41,278,19,1000,171,157,182,160,182,22,77,77,193,11,116,6.50441871127371,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"223","Polygonia comma",2016,39.5,-84.5,10,10,235,48,1000,94,74,115,75,114,39,78,68,86,21,18,6.58699491670921,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"224","Polygonia comma",2017,41.5,-81.5,10,12,279,42,1000,82,55,101,75,120,45,103.5,99,118.4,10,19.4,6.3618135973608,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"225","Polygonia comma",2017,41.5,-83.5,10,5,117,15,1000,82,35,109,69,145,76,99,98,99.5,16,1.5,6.45373962696831,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"226","Polygonia comma",2016,41.5,-81.5,10,20,382,47,1000,81,57,95,76,114,38,87,87,108,10,21,6.27312912683665,2,54,49.5,0,1,1,"Common",2,3,"adult",0.5,2,3
"227","Polygonia interrogationis",2016,39.5,-84.5,10,10,235,35,1000,105,34,151,84,172,88,103.2,87,156.3,10,69.3,6.58699491670921,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"228","Polygonia interrogationis",2017,39.5,-84.5,10,9,214,32,1000,115,83,138,97,153,56,98.8,92,118.4,36,26.4,6.65651661011713,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"229","Polygonia interrogationis",2017,41.5,-87.5,10,30,188,32,1000,120,87,141,108,160,52,114.6,105,134.4,25,29.4,6.43505356469628,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"230","Polygonia interrogationis",2018,41.5,-88.5,10,41,278,30,1000,141,102,176,111,171,60,185.2,160,188,10,28,6.50441871127371,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"231","Polygonia interrogationis",2018,41.5,-87.5,10,31,186,37,1000,169,152,185,154,186,32,168.4,128,179.5,38,51.5,6.43444685330737,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"232","Polygonia interrogationis",2017,41.5,-81.5,10,12,279,28,1000,132,108,151,116,160,44,172,152,177,16,25,6.3618135973608,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"233","Polygonia interrogationis",2015,41.5,-87.5,10,25,159,44,1000,119,91,136,105,150,45,167,146,171.9,18,25.9,6.31570496483174,4,76,62,0,1,1,"Common",2,3,"adult",0.5,2,3
"234","Pyrgus communis",2017,39.5,-84.5,10,9,214,22,1000,230,210,248,217,255,38,130.9,119,137.3,34,18.3,6.65651661011713,2,32,26,1,1,0,"Uncommon",2,3,"larva",0,2,1
"235","Pyrgus communis",2016,39.5,-84.5,10,10,235,20,1000,236,218,252,223,258,35,196.2,120,242.4,38,122.4,6.58699491670921,2,32,26,1,1,0,"Uncommon",2,3,"larva",0,2,1
"236","Speyeria cybele",2018,41.5,-87.5,10,31,186,24,1000,169,160,176,162,177,15,167.4,163,174.4,15,11.4,6.43444685330737,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"237","Speyeria cybele",2017,41.5,-81.5,10,12,279,61,1000,174,169,179,169,180,11,177.9,167,183,20,16,6.3618135973608,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"238","Speyeria cybele",2017,39.5,-84.5,10,9,214,46,1000,161,157,165,156,164,8,161.2,154,168,23,14,6.65651661011713,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"239","Speyeria cybele",2017,41.5,-83.5,10,5,117,14,1000,167,159,174,161,177,16,168.5,166,172.5,16,6.5,6.45373962696831,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"240","Speyeria cybele",2015,41.5,-81.5,10,20,416,121,1000,179,176,182,176,182,6,182.6,166,185.2,13,19.2,6.26993267417513,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"241","Speyeria cybele",2016,41.5,-81.5,10,20,382,129,1000,175,173,177,173,177,4,177,176,179.4,17,3.40000000000001,6.27312912683665,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"242","Speyeria cybele",2015,38.5,-77.5,10,11,76,24,1000,152,144,158,146,160,14,157.4,157,161.4,12,4.40000000000001,6.67935825154566,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"243","Speyeria cybele",2016,38.5,-77.5,10,14,51,10,1000,167,120,199,151,223,72,158,157,159,11,2,6.61385630236662,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"244","Speyeria cybele",2016,39.5,-84.5,10,10,235,55,1000,169,167,171,167,171,4,169.4,158,171.8,20,13.8,6.58699491670921,3,100,85.5,1,1,0,"Common",1,1,"larva",0,3,1
"245","Vanessa atalanta",2015,41.5,-87.5,10,25,159,89,1000,114,74,164,67,149,82,138.4,116,167,22,51,6.31570496483174,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"246","Vanessa atalanta",2017,41.5,-81.5,10,12,279,43,1000,109,79,133,86,142,56,103.5,98,119.9,20,21.9,6.3618135973608,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"247","Vanessa atalanta",2016,39.5,-84.5,10,10,235,74,1000,101,94,110,92,108,16,87,86,97.8,27,11.8,6.58699491670921,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"248","Vanessa atalanta",2018,41.5,-88.5,10,41,278,49,1000,151,121,174,127,177,50,137.7,127,164,22,37,6.50441871127371,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"249","Vanessa atalanta",2017,41.5,-83.5,10,5,117,23,1000,91,41,131,65,154,89,106,98,130,21,32,6.45373962696831,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"250","Vanessa atalanta",2017,41.5,-88.5,10,24,141,51,1000,167,158,178,154,174,20,99,97,99.8,19,2.8,6.44589538206879,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"251","Vanessa atalanta",2018,41.5,-93.5,10,15,85,18,1000,130,82,158,115,178,63,146.9,146,147.9,10,1.90000000000001,6.60649979853921,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"252","Vanessa atalanta",2017,41.5,-87.5,10,30,188,63,1000,125,65,169,73,170,97,105,91,104,81,13,6.43505356469628,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"253","Vanessa atalanta",2017,39.5,-84.5,10,9,214,63,1000,85,71,95,78,102,24,97,92,98,56,6,6.65651661011713,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"254","Vanessa atalanta",2018,41.5,-87.5,10,31,186,69,1000,155,137,175,132,168,36,163.1,117,167.4,82,50.4,6.43444685330737,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"255","Vanessa atalanta",2016,41.5,-93.5,10,18,116,37,1000,160,146,183,133,166,33,126.1,116,133,12,17,6.55497448299761,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"256","Vanessa atalanta",2015,39.5,-84.5,10,11,289,102,1000,128,120,137,119,137,18,172,164,177,11,13,6.57548387784319,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"257","Vanessa atalanta",2015,38.5,-77.5,10,11,76,25,1000,148,128,170,123,169,46,171.8,134,180,13,46,6.67935825154566,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"258","Vanessa atalanta",2017,41.5,-93.5,10,16,103,30,1000,153,135,181,118,164,46,101.4,100,107,15,7,6.55328183852675,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"259","Vanessa atalanta",2016,41.5,-87.5,10,30,176,50,1000,152,132,170,134,167,33,123,107,125.8,28,18.8,6.39878623403995,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"260","Vanessa atalanta",2015,41.5,-81.5,10,20,416,123,1000,128,117,135,123,143,20,136.5,132,151.4,20,19.4,6.26993267417513,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"261","Vanessa atalanta",2016,41.5,-81.5,10,20,382,71,1000,111,102,121,102,121,19,116.4,111,122.8,13,11.8,6.27312912683665,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"262","Vanessa atalanta",2015,41.5,-93.5,10,14,88,45,1000,157,143,180,131,167,36,127.5,117,141,22,24,6.4428287782553,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"263","Vanessa atalanta",2017,40.5,-83.5,10,4,98,27,1000,92,74,105,76,108,32,99,98,130,11,32,6.54068720739878,5,70,60,1,1,0,"Common",1,3,"adult",0,2,1
"264","Vanessa cardui",2017,41.5,-87.5,10,30,188,22,1000,101,4,179,58,182,124,164,110.2,175,62,64.8,6.43505356469628,5,75,60,1,0,0,"Common",3,3,"migrant",0,2,3
"265","Vanessa cardui",2017,41.5,-83.5,10,5,117,20,1000,244,225,265,219,259,40,193.6,152,218.6,17,66.6,6.45373962696831,5,75,60,1,0,0,"Common",3,3,"migrant",0,2,3
"266","Vanessa cardui",2017,41.5,-81.5,10,12,279,25,1000,254,243,263,245,266,21,217.6,167,244,45,77,6.3618135973608,5,75,60,1,0,0,"Common",3,3,"migrant",0,2,3
"267","Vanessa cardui",2017,39.5,-84.5,10,9,214,46,1000,234,210,269,186,247,61,159.4,151,198,63,47,6.65651661011713,5,75,60,1,0,0,"Common",3,3,"migrant",0,2,3
"268","Vanessa cardui",2017,41.5,-93.5,10,16,103,43,1000,230,186,305,143,239,96,188.8,129.4,214.8,35,85.4,6.55328183852675,5,75,60,1,0,0,"Common",3,3,"migrant",0,2,3
"269","Vanessa virginiensis",2015,41.5,-87.5,10,25,159,12,1000,152,117,186,114,174,60,165,134,167,11,33,6.31570496483174,4,67,55.5,1,1,0,"Common",3,3,"adult",0,2,3
"270","Vanessa virginiensis",2016,39.5,-84.5,10,10,235,19,1000,79,63,90,71,95,24,105.8,94,116.5,12,22.5,6.58699491670921,4,67,55.5,1,1,0,"Common",3,3,"adult",0,2,3
"271","Vanessa virginiensis",2017,39.5,-84.5,10,9,214,13,1000,78,37,105,67,126,59,97,92,101.2,18,9.2,6.65651661011713,4,67,55.5,1,1,0,"Common",3,3,"adult",0,2,3
"272","Vanessa virginiensis",2016,41.5,-87.5,10,30,176,11,1000,74,-15,109,63,172,109,115.8,94,160,13,66,6.39878623403995,4,67,55.5,1,1,0,"Common",3,3,"adult",0,2,3
"273","Vanessa virginiensis",2017,41.5,-87.5,10,30,188,17,1000,132,114,165,100,150,50,104.3,99,105.6,34,6.59999999999999,6.43505356469628,4,67,55.5,1,1,0,"Common",3,3,"adult",0,2,3
