"","lat_bin","lon_bin","scientificName","year"
"1547",41.5,-83.5,"Junonia coenia",2016
"1548",41.5,-83.5,"Limenitis archippus",2016
"1549",41.5,-83.5,"Megisto cymela",2016
"1550",41.5,-83.5,"Nymphalis antiopa",2016
"1551",41.5,-83.5,"Papilio cresphontes",2016
"1552",41.5,-83.5,"Papilio glaucus",2016
"1553",41.5,-83.5,"Papilio polyxenes",2016
"1554",41.5,-83.5,"Papilio troilus",2016
"1555",41.5,-83.5,"Phyciodes tharos",2016
"1556",41.5,-83.5,"Pieris rapae",2016
"1557",41.5,-83.5,"Poanes hobomok",2016
"1558",41.5,-83.5,"Polites peckius",2016
"1559",41.5,-83.5,"Polites themistocles",2016
"1560",41.5,-83.5,"Polygonia comma",2016
"1561",41.5,-83.5,"Polygonia interrogationis",2016
"1562",41.5,-83.5,"Pyrgus communis",2016
"1563",41.5,-83.5,"Satyrium calanus",2016
"1564",41.5,-83.5,"Satyrium titus",2016
"1565",41.5,-83.5,"Speyeria cybele",2016
"1566",41.5,-83.5,"Vanessa atalanta",2016
"1567",41.5,-83.5,"Vanessa cardui",2016
"1568",41.5,-83.5,"Vanessa virginiensis",2016
"1569",41.5,-82.5,"Ancyloxypha numitor",2016
"1570",41.5,-82.5,"Cercyonis pegala",2016
"1571",41.5,-82.5,"Colias eurytheme",2016
"1572",41.5,-82.5,"Colias philodice",2016
"1573",41.5,-82.5,"Danaus plexippus",2016
"1574",41.5,-82.5,"Epargyreus clarus",2016
"1575",41.5,-82.5,"Erynnis baptisiae",2016
"1576",41.5,-82.5,"Limenitis archippus",2016
"1577",41.5,-82.5,"Megisto cymela",2016
"1578",41.5,-82.5,"Papilio glaucus",2016
"1579",41.5,-82.5,"Papilio polyxenes",2016
"1580",41.5,-82.5,"Phyciodes tharos",2016
"1581",41.5,-82.5,"Pieris rapae",2016
"1582",41.5,-82.5,"Vanessa atalanta",2016
"1583",41.5,-81.5,"Ancyloxypha numitor",2016
"1584",41.5,-81.5,"Cercyonis pegala",2016
"1585",41.5,-81.5,"Colias eurytheme",2016
"1586",41.5,-81.5,"Colias philodice",2016
"1587",41.5,-81.5,"Danaus plexippus",2016
"1588",41.5,-81.5,"Epargyreus clarus",2016
"1589",41.5,-81.5,"Erynnis baptisiae",2016
"1590",41.5,-81.5,"Euptoieta claudia",2016
"1591",41.5,-81.5,"Junonia coenia",2016
"1592",41.5,-81.5,"Limenitis archippus",2016
"1593",41.5,-81.5,"Megisto cymela",2016
"1594",41.5,-81.5,"Nymphalis antiopa",2016
"1595",41.5,-81.5,"Papilio glaucus",2016
"1596",41.5,-81.5,"Papilio polyxenes",2016
"1597",41.5,-81.5,"Papilio troilus",2016
"1598",41.5,-81.5,"Phyciodes tharos",2016
"1599",41.5,-81.5,"Pieris rapae",2016
"1600",41.5,-81.5,"Poanes hobomok",2016
"1601",41.5,-81.5,"Poanes zabulon",2016
"1602",41.5,-81.5,"Polites peckius",2016
"1603",41.5,-81.5,"Polygonia comma",2016
"1604",41.5,-81.5,"Polygonia interrogationis",2016
"1605",41.5,-81.5,"Satyrium calanus",2016
"1606",41.5,-81.5,"Satyrium titus",2016
"1607",41.5,-81.5,"Speyeria cybele",2016
"1608",41.5,-81.5,"Vanessa atalanta",2016
"1609",41.5,-81.5,"Vanessa cardui",2016
"1610",41.5,-81.5,"Vanessa virginiensis",2016
"1611",38.5,-90.5,"Colias philodice",2017
"1612",38.5,-90.5,"Danaus plexippus",2017
"1613",38.5,-90.5,"Epargyreus clarus",2017
"1614",38.5,-90.5,"Euptoieta claudia",2017
"1615",38.5,-90.5,"Junonia coenia",2017
"1616",38.5,-90.5,"Limenitis archippus",2017
"1617",38.5,-90.5,"Limenitis arthemis astyanax",2017
"1618",38.5,-90.5,"Papilio glaucus",2017
"1619",38.5,-90.5,"Papilio troilus",2017
"1620",38.5,-90.5,"Phyciodes tharos",2017
"1621",38.5,-90.5,"Pieris rapae",2017
"1622",38.5,-90.5,"Vanessa cardui",2017
"1623",38.5,-77.5,"Ancyloxypha numitor",2017
"1624",38.5,-77.5,"Atalopedes campestris",2017
"1625",38.5,-77.5,"Colias philodice",2017
"1626",38.5,-77.5,"Cupido comyntas",2017
"1627",38.5,-77.5,"Danaus plexippus",2017
"1628",38.5,-77.5,"Epargyreus clarus",2017
"1629",38.5,-77.5,"Erynnis baptisiae",2017
"1630",38.5,-77.5,"Euptoieta claudia",2017
"1631",38.5,-77.5,"Eurytides marcellus",2017
"1632",38.5,-77.5,"Junonia coenia",2017
"1633",38.5,-77.5,"Megisto cymela",2017
"1634",38.5,-77.5,"Papilio glaucus",2017
"1635",38.5,-77.5,"Papilio polyxenes",2017
"1636",38.5,-77.5,"Papilio troilus",2017
"1637",38.5,-77.5,"Phyciodes tharos",2017
"1638",38.5,-77.5,"Pieris rapae",2017
"1639",38.5,-77.5,"Poanes zabulon",2017
"1640",38.5,-77.5,"Polygonia comma",2017
"1641",38.5,-77.5,"Polygonia interrogationis",2017
"1642",38.5,-77.5,"Speyeria cybele",2017
"1643",38.5,-77.5,"Vanessa atalanta",2017
"1644",38.5,-77.5,"Vanessa virginiensis",2017
"1645",39.5,-84.5,"Ancyloxypha numitor",2017
"1646",39.5,-84.5,"Asterocampa celtis",2017
"1647",39.5,-84.5,"Atalopedes campestris",2017
"1648",39.5,-84.5,"Cercyonis pegala",2017
"1649",39.5,-84.5,"Colias eurytheme",2017
"1650",39.5,-84.5,"Colias philodice",2017
"1651",39.5,-84.5,"Danaus plexippus",2017
"1652",39.5,-84.5,"Epargyreus clarus",2017
"1653",39.5,-84.5,"Erynnis baptisiae",2017
"1654",39.5,-84.5,"Euptoieta claudia",2017
"1655",39.5,-84.5,"Eurytides marcellus",2017
"1656",39.5,-84.5,"Junonia coenia",2017
"1657",39.5,-84.5,"Megisto cymela",2017
"1658",39.5,-84.5,"Nastra lherminier",2017
"1659",39.5,-84.5,"Nymphalis antiopa",2017
"1660",39.5,-84.5,"Papilio cresphontes",2017
"1661",39.5,-84.5,"Papilio glaucus",2017
"1662",39.5,-84.5,"Papilio polyxenes",2017
"1663",39.5,-84.5,"Papilio troilus",2017
"1664",39.5,-84.5,"Phyciodes tharos",2017
"1665",39.5,-84.5,"Pieris rapae",2017
"1666",39.5,-84.5,"Poanes hobomok",2017
"1667",39.5,-84.5,"Poanes zabulon",2017
"1668",39.5,-84.5,"Polites peckius",2017
"1669",39.5,-84.5,"Polites themistocles",2017
"1670",39.5,-84.5,"Polygonia comma",2017
"1671",39.5,-84.5,"Polygonia interrogationis",2017
"1672",39.5,-84.5,"Pyrgus communis",2017
"1673",39.5,-84.5,"Satyrium calanus",2017
"1674",39.5,-84.5,"Speyeria cybele",2017
"1675",39.5,-84.5,"Vanessa atalanta",2017
"1676",39.5,-84.5,"Vanessa cardui",2017
"1677",39.5,-84.5,"Vanessa virginiensis",2017
"1678",39.5,-82.5,"Ancyloxypha numitor",2017
"1679",39.5,-82.5,"Colias eurytheme",2017
"1680",39.5,-82.5,"Colias philodice",2017
"1681",39.5,-82.5,"Danaus plexippus",2017
"1682",39.5,-82.5,"Epargyreus clarus",2017
"1683",39.5,-82.5,"Junonia coenia",2017
"1684",39.5,-82.5,"Limenitis archippus",2017
"1685",39.5,-82.5,"Megisto cymela",2017
"1686",39.5,-82.5,"Papilio glaucus",2017
"1687",39.5,-82.5,"Papilio polyxenes",2017
"1688",39.5,-82.5,"Papilio troilus",2017
"1689",39.5,-82.5,"Phyciodes tharos",2017
"1690",39.5,-82.5,"Poanes zabulon",2017
"1691",39.5,-82.5,"Polites peckius",2017
"1692",39.5,-82.5,"Polygonia comma",2017
"1693",39.5,-82.5,"Polygonia interrogationis",2017
"1694",39.5,-82.5,"Speyeria cybele",2017
"1695",39.5,-82.5,"Vanessa atalanta",2017
"1696",40.5,-83.5,"Ancyloxypha numitor",2017
"1697",40.5,-83.5,"Asterocampa celtis",2017
"1698",40.5,-83.5,"Cercyonis pegala",2017
"1699",40.5,-83.5,"Colias eurytheme",2017
"1700",40.5,-83.5,"Colias philodice",2017
"1701",40.5,-83.5,"Danaus plexippus",2017
"1702",40.5,-83.5,"Epargyreus clarus",2017
"1703",40.5,-83.5,"Eurytides marcellus",2017
"1704",40.5,-83.5,"Junonia coenia",2017
"1705",40.5,-83.5,"Limenitis archippus",2017
"1706",40.5,-83.5,"Megisto cymela",2017
"1707",40.5,-83.5,"Papilio cresphontes",2017
"1708",40.5,-83.5,"Papilio glaucus",2017
"1709",40.5,-83.5,"Papilio polyxenes",2017
"1710",40.5,-83.5,"Papilio troilus",2017
"1711",40.5,-83.5,"Phyciodes tharos",2017
"1712",40.5,-83.5,"Pieris rapae",2017
"1713",40.5,-83.5,"Poanes zabulon",2017
"1714",40.5,-83.5,"Polites peckius",2017
"1715",40.5,-83.5,"Polites themistocles",2017
"1716",40.5,-83.5,"Polygonia comma",2017
"1717",40.5,-83.5,"Polygonia interrogationis",2017
"1718",40.5,-83.5,"Pyrgus communis",2017
"1719",40.5,-83.5,"Speyeria cybele",2017
"1720",40.5,-83.5,"Vanessa atalanta",2017
"1721",40.5,-83.5,"Vanessa cardui",2017
"1722",40.5,-82.5,"Ancyloxypha numitor",2017
"1723",40.5,-82.5,"Atalopedes campestris",2017
"1724",40.5,-82.5,"Cercyonis pegala",2017
"1725",40.5,-82.5,"Colias eurytheme",2017
"1726",40.5,-82.5,"Colias philodice",2017
"1727",40.5,-82.5,"Danaus plexippus",2017
"1728",40.5,-82.5,"Epargyreus clarus",2017
"1729",40.5,-82.5,"Limenitis archippus",2017
"1730",40.5,-82.5,"Megisto cymela",2017
"1731",40.5,-82.5,"Papilio glaucus",2017
"1732",40.5,-82.5,"Papilio polyxenes",2017
"1733",40.5,-82.5,"Phyciodes tharos",2017
"1734",40.5,-82.5,"Poanes zabulon",2017
"1735",40.5,-82.5,"Polites peckius",2017
"1736",40.5,-82.5,"Polygonia comma",2017
"1737",40.5,-82.5,"Pyrgus communis",2017
"1738",40.5,-82.5,"Speyeria cybele",2017
"1739",40.5,-82.5,"Vanessa atalanta",2017
"1740",40.5,-82.5,"Vanessa cardui",2017
"1741",41.5,-93.5,"Ancyloxypha numitor",2017
"1742",41.5,-93.5,"Asterocampa celtis",2017
"1743",41.5,-93.5,"Atalopedes campestris",2017
"1744",41.5,-93.5,"Cercyonis pegala",2017
"1745",41.5,-93.5,"Colias eurytheme",2017
"1746",41.5,-93.5,"Colias philodice",2017
"1747",41.5,-93.5,"Danaus plexippus",2017
"1748",41.5,-93.5,"Epargyreus clarus",2017
"1749",41.5,-93.5,"Junonia coenia",2017
"1750",41.5,-93.5,"Limenitis archippus",2017
"1751",41.5,-93.5,"Limenitis arthemis astyanax",2017
"1752",41.5,-93.5,"Megisto cymela",2017
"1753",41.5,-93.5,"Nymphalis antiopa",2017
"1754",41.5,-93.5,"Papilio cresphontes",2017
"1755",41.5,-93.5,"Papilio glaucus",2017
"1756",41.5,-93.5,"Papilio polyxenes",2017
"1757",41.5,-93.5,"Phyciodes tharos",2017
"1758",41.5,-93.5,"Pieris rapae",2017
"1759",41.5,-93.5,"Polygonia comma",2017
"1760",41.5,-93.5,"Polygonia interrogationis",2017
"1761",41.5,-93.5,"Speyeria cybele",2017
"1762",41.5,-93.5,"Vanessa atalanta",2017
"1763",41.5,-93.5,"Vanessa cardui",2017
"1764",41.5,-93.5,"Vanessa virginiensis",2017
"1765",41.5,-91.5,"Colias eurytheme",2017
"1766",41.5,-91.5,"Colias philodice",2017
"1767",41.5,-91.5,"Danaus plexippus",2017
"1768",41.5,-91.5,"Epargyreus clarus",2017
"1769",41.5,-91.5,"Megisto cymela",2017
"1770",41.5,-91.5,"Papilio glaucus",2017
"1771",41.5,-91.5,"Papilio polyxenes",2017
"1772",41.5,-91.5,"Phyciodes tharos",2017
"1773",41.5,-91.5,"Pieris rapae",2017
"1774",41.5,-91.5,"Polygonia comma",2017
"1775",41.5,-91.5,"Speyeria cybele",2017
"1776",41.5,-91.5,"Vanessa cardui",2017
"1777",41.5,-88.5,"Ancyloxypha numitor",2017
"1778",41.5,-88.5,"Asterocampa celtis",2017
"1779",41.5,-88.5,"Cercyonis pegala",2017
"1780",41.5,-88.5,"Danaus plexippus",2017
"1781",41.5,-88.5,"Epargyreus clarus",2017
"1782",41.5,-88.5,"Erynnis baptisiae",2017
"1783",41.5,-88.5,"Junonia coenia",2017
"1784",41.5,-88.5,"Limenitis archippus",2017
"1785",41.5,-88.5,"Limenitis arthemis astyanax",2017
"1786",41.5,-88.5,"Megisto cymela",2017
"1787",41.5,-88.5,"Papilio cresphontes",2017
"1788",41.5,-88.5,"Papilio glaucus",2017
"1789",41.5,-88.5,"Papilio polyxenes",2017
"1790",41.5,-88.5,"Phyciodes tharos",2017
"1791",41.5,-88.5,"Pieris rapae",2017
"1792",41.5,-88.5,"Poanes hobomok",2017
"1793",41.5,-88.5,"Polites peckius",2017
"1794",41.5,-88.5,"Polites themistocles",2017
"1795",41.5,-88.5,"Polygonia comma",2017
"1796",41.5,-88.5,"Polygonia interrogationis",2017
"1797",41.5,-88.5,"Speyeria cybele",2017
"1798",41.5,-88.5,"Vanessa atalanta",2017
"1799",41.5,-88.5,"Vanessa cardui",2017
"1800",41.5,-88.5,"Vanessa virginiensis",2017
"1801",41.5,-87.5,"Ancyloxypha numitor",2017
"1802",41.5,-87.5,"Asterocampa celtis",2017
"1803",41.5,-87.5,"Cercyonis pegala",2017
"1804",41.5,-87.5,"Danaus plexippus",2017
"1805",41.5,-87.5,"Epargyreus clarus",2017
"1806",41.5,-87.5,"Erynnis baptisiae",2017
"1807",41.5,-87.5,"Junonia coenia",2017
"1808",41.5,-87.5,"Limenitis archippus",2017
"1809",41.5,-87.5,"Limenitis arthemis astyanax",2017
"1810",41.5,-87.5,"Megisto cymela",2017
"1811",41.5,-87.5,"Papilio cresphontes",2017
"1812",41.5,-87.5,"Papilio glaucus",2017
"1813",41.5,-87.5,"Papilio polyxenes",2017
"1814",41.5,-87.5,"Papilio troilus",2017
"1815",41.5,-87.5,"Phyciodes tharos",2017
"1816",41.5,-87.5,"Pieris rapae",2017
"1817",41.5,-87.5,"Poanes hobomok",2017
"1818",41.5,-87.5,"Poanes zabulon",2017
"1819",41.5,-87.5,"Polites peckius",2017
"1820",41.5,-87.5,"Polites themistocles",2017
"1821",41.5,-87.5,"Polygonia comma",2017
"1822",41.5,-87.5,"Polygonia interrogationis",2017
"1823",41.5,-87.5,"Satyrium calanus",2017
"1824",41.5,-87.5,"Speyeria cybele",2017
"1825",41.5,-87.5,"Vanessa atalanta",2017
"1826",41.5,-87.5,"Vanessa cardui",2017
"1827",41.5,-87.5,"Vanessa virginiensis",2017
"1828",41.5,-85.5,"Colias philodice",2017
"1829",41.5,-85.5,"Danaus plexippus",2017
"1830",41.5,-85.5,"Epargyreus clarus",2017
"1831",41.5,-85.5,"Limenitis archippus",2017
"1832",41.5,-85.5,"Limenitis arthemis astyanax",2017
"1833",41.5,-85.5,"Megisto cymela",2017
"1834",41.5,-85.5,"Papilio glaucus",2017
"1835",41.5,-85.5,"Papilio polyxenes",2017
"1836",41.5,-85.5,"Papilio troilus",2017
"1837",41.5,-85.5,"Phyciodes tharos",2017
"1838",41.5,-85.5,"Pieris rapae",2017
"1839",41.5,-85.5,"Vanessa atalanta",2017
"1840",41.5,-84.5,"Colias philodice",2017
"1841",41.5,-84.5,"Danaus plexippus",2017
"1842",41.5,-84.5,"Epargyreus clarus",2017
"1843",41.5,-84.5,"Limenitis archippus",2017
"1844",41.5,-84.5,"Limenitis arthemis astyanax",2017
"1845",41.5,-84.5,"Megisto cymela",2017
"1846",41.5,-84.5,"Papilio glaucus",2017
"1847",41.5,-84.5,"Papilio troilus",2017
"1848",41.5,-84.5,"Phyciodes tharos",2017
"1849",41.5,-84.5,"Pieris rapae",2017
"1850",41.5,-84.5,"Poanes zabulon",2017
"1851",41.5,-84.5,"Polygonia comma",2017
"1852",41.5,-84.5,"Speyeria cybele",2017
"1853",41.5,-84.5,"Vanessa cardui",2017
"1854",41.5,-83.5,"Colias eurytheme",2017
"1855",41.5,-83.5,"Colias philodice",2017
"1856",41.5,-83.5,"Danaus plexippus",2017
"1857",41.5,-83.5,"Epargyreus clarus",2017
"1858",41.5,-83.5,"Junonia coenia",2017
"1859",41.5,-83.5,"Limenitis archippus",2017
"1860",41.5,-83.5,"Megisto cymela",2017
"1861",41.5,-83.5,"Papilio glaucus",2017
"1862",41.5,-83.5,"Papilio troilus",2017
"1863",41.5,-83.5,"Phyciodes tharos",2017
"1864",41.5,-83.5,"Pieris rapae",2017
"1865",41.5,-83.5,"Polites peckius",2017
"1866",41.5,-83.5,"Polites themistocles",2017
"1867",41.5,-83.5,"Polygonia comma",2017
"1868",41.5,-83.5,"Polygonia interrogationis",2017
"1869",41.5,-83.5,"Pyrgus communis",2017
"1870",41.5,-83.5,"Speyeria cybele",2017
"1871",41.5,-83.5,"Vanessa atalanta",2017
"1872",41.5,-83.5,"Vanessa cardui",2017
"1873",41.5,-83.5,"Vanessa virginiensis",2017
"1874",41.5,-81.5,"Ancyloxypha numitor",2017
"1875",41.5,-81.5,"Cercyonis pegala",2017
"1876",41.5,-81.5,"Colias eurytheme",2017
"1877",41.5,-81.5,"Colias philodice",2017
"1878",41.5,-81.5,"Danaus plexippus",2017
"1879",41.5,-81.5,"Epargyreus clarus",2017
"1880",41.5,-81.5,"Erynnis baptisiae",2017
"1881",41.5,-81.5,"Junonia coenia",2017
"1882",41.5,-81.5,"Limenitis archippus",2017
"1883",41.5,-81.5,"Megisto cymela",2017
"1884",41.5,-81.5,"Nymphalis antiopa",2017
"1885",41.5,-81.5,"Papilio glaucus",2017
"1886",41.5,-81.5,"Papilio polyxenes",2017
"1887",41.5,-81.5,"Papilio troilus",2017
"1888",41.5,-81.5,"Phyciodes tharos",2017
"1889",41.5,-81.5,"Pieris rapae",2017
"1890",41.5,-81.5,"Poanes hobomok",2017
"1891",41.5,-81.5,"Poanes zabulon",2017
"1892",41.5,-81.5,"Polites peckius",2017
"1893",41.5,-81.5,"Polygonia comma",2017
"1894",41.5,-81.5,"Polygonia interrogationis",2017
"1895",41.5,-81.5,"Speyeria cybele",2017
"1896",41.5,-81.5,"Vanessa atalanta",2017
"1897",41.5,-81.5,"Vanessa cardui",2017
"1898",41.5,-81.5,"Vanessa virginiensis",2017
"1899",37.5,-89.5,"Ancyloxypha numitor",2018
"1900",37.5,-89.5,"Asterocampa celtis",2018
"1901",37.5,-89.5,"Danaus plexippus",2018
"1902",37.5,-89.5,"Epargyreus clarus",2018
"1903",37.5,-89.5,"Euptoieta claudia",2018
"1904",37.5,-89.5,"Eurytides marcellus",2018
"1905",37.5,-89.5,"Junonia coenia",2018
"1906",37.5,-89.5,"Limenitis archippus",2018
"1907",37.5,-89.5,"Limenitis arthemis astyanax",2018
"1908",37.5,-89.5,"Megisto cymela",2018
"1909",37.5,-89.5,"Papilio glaucus",2018
"1910",37.5,-89.5,"Papilio polyxenes",2018
"1911",37.5,-89.5,"Papilio troilus",2018
"1912",37.5,-89.5,"Phyciodes tharos",2018
"1913",37.5,-89.5,"Pieris rapae",2018
"1914",37.5,-89.5,"Polygonia comma",2018
"1915",37.5,-89.5,"Polygonia interrogationis",2018
"1916",37.5,-89.5,"Speyeria cybele",2018
"1917",37.5,-89.5,"Vanessa atalanta",2018
"1918",38.5,-90.5,"Asterocampa celtis",2018
"1919",38.5,-90.5,"Colias eurytheme",2018
"1920",38.5,-90.5,"Colias philodice",2018
"1921",38.5,-90.5,"Danaus plexippus",2018
"1922",38.5,-90.5,"Epargyreus clarus",2018
"1923",38.5,-90.5,"Euptoieta claudia",2018
"1924",38.5,-90.5,"Junonia coenia",2018
"1925",38.5,-90.5,"Limenitis arthemis astyanax",2018
"1926",38.5,-90.5,"Papilio cresphontes",2018
"1927",38.5,-90.5,"Papilio glaucus",2018
"1928",38.5,-90.5,"Papilio polyxenes",2018
"1929",38.5,-90.5,"Papilio troilus",2018
"1930",38.5,-90.5,"Phyciodes tharos",2018
"1931",38.5,-90.5,"Polygonia comma",2018
"1932",38.5,-90.5,"Polygonia interrogationis",2018
"1933",38.5,-90.5,"Speyeria cybele",2018
"1934",38.5,-90.5,"Vanessa atalanta",2018
"1935",38.5,-90.5,"Vanessa cardui",2018
"1936",41.5,-93.5,"Cercyonis pegala",2018
"1937",41.5,-93.5,"Colias eurytheme",2018
"1938",41.5,-93.5,"Colias philodice",2018
"1939",41.5,-93.5,"Danaus plexippus",2018
"1940",41.5,-93.5,"Epargyreus clarus",2018
"1941",41.5,-93.5,"Junonia coenia",2018
"1942",41.5,-93.5,"Limenitis archippus",2018
"1943",41.5,-93.5,"Limenitis arthemis astyanax",2018
"1944",41.5,-93.5,"Papilio cresphontes",2018
"1945",41.5,-93.5,"Papilio glaucus",2018
"1946",41.5,-93.5,"Papilio polyxenes",2018
"1947",41.5,-93.5,"Phyciodes tharos",2018
"1948",41.5,-93.5,"Pieris rapae",2018
"1949",41.5,-93.5,"Polygonia interrogationis",2018
"1950",41.5,-93.5,"Speyeria cybele",2018
"1951",41.5,-93.5,"Vanessa atalanta",2018
"1952",41.5,-93.5,"Vanessa cardui",2018
"1953",41.5,-93.5,"Vanessa virginiensis",2018
"1954",41.5,-91.5,"Colias eurytheme",2018
"1955",41.5,-91.5,"Colias philodice",2018
"1956",41.5,-91.5,"Danaus plexippus",2018
"1957",41.5,-91.5,"Phyciodes tharos",2018
"1958",41.5,-91.5,"Pieris rapae",2018
"1959",41.5,-91.5,"Speyeria cybele",2018
"1960",41.5,-90.5,"Ancyloxypha numitor",2018
"1961",41.5,-90.5,"Asterocampa celtis",2018
"1962",41.5,-90.5,"Colias philodice",2018
"1963",41.5,-90.5,"Danaus plexippus",2018
"1964",41.5,-90.5,"Epargyreus clarus",2018
"1965",41.5,-90.5,"Junonia coenia",2018
"1966",41.5,-90.5,"Limenitis arthemis astyanax",2018
"1967",41.5,-90.5,"Papilio glaucus",2018
"1968",41.5,-90.5,"Papilio polyxenes",2018
"1969",41.5,-90.5,"Phyciodes tharos",2018
"1970",41.5,-90.5,"Pieris rapae",2018
"1971",41.5,-90.5,"Polites peckius",2018
"1972",41.5,-90.5,"Speyeria cybele",2018
"1973",41.5,-90.5,"Vanessa atalanta",2018
"1974",41.5,-88.5,"Ancyloxypha numitor",2018
"1975",41.5,-88.5,"Asterocampa celtis",2018
"1976",41.5,-88.5,"Cercyonis pegala",2018
"1977",41.5,-88.5,"Danaus plexippus",2018
"1978",41.5,-88.5,"Epargyreus clarus",2018
"1979",41.5,-88.5,"Erynnis baptisiae",2018
"1980",41.5,-88.5,"Junonia coenia",2018
"1981",41.5,-88.5,"Limenitis archippus",2018
"1982",41.5,-88.5,"Limenitis arthemis astyanax",2018
"1983",41.5,-88.5,"Megisto cymela",2018
"1984",41.5,-88.5,"Nymphalis antiopa",2018
"1985",41.5,-88.5,"Papilio cresphontes",2018
"1986",41.5,-88.5,"Papilio glaucus",2018
"1987",41.5,-88.5,"Papilio polyxenes",2018
"1988",41.5,-88.5,"Phyciodes tharos",2018
"1989",41.5,-88.5,"Pieris rapae",2018
"1990",41.5,-88.5,"Poanes hobomok",2018
"1991",41.5,-88.5,"Polites peckius",2018
"1992",41.5,-88.5,"Polites themistocles",2018
"1993",41.5,-88.5,"Polygonia comma",2018
"1994",41.5,-88.5,"Polygonia interrogationis",2018
"1995",41.5,-88.5,"Satyrium calanus",2018
"1996",41.5,-88.5,"Speyeria cybele",2018
"1997",41.5,-88.5,"Vanessa atalanta",2018
"1998",41.5,-88.5,"Vanessa cardui",2018
"1999",41.5,-88.5,"Vanessa virginiensis",2018
"2000",41.5,-87.5,"Ancyloxypha numitor",2018
"2001",41.5,-87.5,"Cercyonis pegala",2018
"2002",41.5,-87.5,"Danaus plexippus",2018
"2003",41.5,-87.5,"Epargyreus clarus",2018
"2004",41.5,-87.5,"Erynnis baptisiae",2018
"2005",41.5,-87.5,"Junonia coenia",2018
"2006",41.5,-87.5,"Limenitis archippus",2018
"2007",41.5,-87.5,"Limenitis arthemis astyanax",2018
"2008",41.5,-87.5,"Megisto cymela",2018
"2009",41.5,-87.5,"Nymphalis antiopa",2018
"2010",41.5,-87.5,"Papilio cresphontes",2018
"2011",41.5,-87.5,"Papilio glaucus",2018
"2012",41.5,-87.5,"Papilio polyxenes",2018
"2013",41.5,-87.5,"Papilio troilus",2018
"2014",41.5,-87.5,"Phyciodes tharos",2018
"2015",41.5,-87.5,"Pieris rapae",2018
"2016",41.5,-87.5,"Poanes hobomok",2018
"2017",41.5,-87.5,"Poanes zabulon",2018
"2018",41.5,-87.5,"Polites peckius",2018
"2019",41.5,-87.5,"Polygonia comma",2018
"2020",41.5,-87.5,"Polygonia interrogationis",2018
"2021",41.5,-87.5,"Satyrium calanus",2018
"2022",41.5,-87.5,"Satyrium titus",2018
"2023",41.5,-87.5,"Speyeria cybele",2018
"2024",41.5,-87.5,"Vanessa atalanta",2018
"2025",41.5,-87.5,"Vanessa cardui",2018
"2026",41.5,-87.5,"Vanessa virginiensis",2018
"2027",41.5,-85.5,"Ancyloxypha numitor",2018
"2028",41.5,-85.5,"Colias eurytheme",2018
"2029",41.5,-85.5,"Colias philodice",2018
"2030",41.5,-85.5,"Danaus plexippus",2018
"2031",41.5,-85.5,"Epargyreus clarus",2018
"2032",41.5,-85.5,"Limenitis archippus",2018
"2033",41.5,-85.5,"Limenitis arthemis astyanax",2018
"2034",41.5,-85.5,"Papilio cresphontes",2018
"2035",41.5,-85.5,"Papilio glaucus",2018
"2036",41.5,-85.5,"Papilio polyxenes",2018
"2037",41.5,-85.5,"Papilio troilus",2018
"2038",41.5,-85.5,"Phyciodes tharos",2018
"2039",41.5,-85.5,"Pieris rapae",2018
"2040",41.5,-85.5,"Poanes zabulon",2018
"2041",41.5,-85.5,"Polygonia interrogationis",2018
"2042",41.5,-85.5,"Vanessa atalanta",2018
"2043",41.5,-84.5,"Colias philodice",2018
"2044",41.5,-84.5,"Danaus plexippus",2018
"2045",41.5,-84.5,"Epargyreus clarus",2018
"2046",41.5,-84.5,"Limenitis archippus",2018
"2047",41.5,-84.5,"Limenitis arthemis astyanax",2018
"2048",41.5,-84.5,"Megisto cymela",2018
"2049",41.5,-84.5,"Papilio glaucus",2018
"2050",41.5,-84.5,"Phyciodes tharos",2018
"2051",41.5,-84.5,"Pieris rapae",2018
"2052",41.5,-84.5,"Poanes zabulon",2018
"2053",41.5,-84.5,"Polygonia comma",2018
"2054",41.5,-84.5,"Speyeria cybele",2018
